net,length_um
pp_inst.fifo_data\[21\]\[6\],63.84µm
clknet_leaf_63_clk,63.58µm
pp_inst.core_inst.asconp_i.x1\[5\],63.53µm
clknet_leaf_501_clk,63.53µm
pp_inst.core_inst.asconp_i.x2\[13\],63.48µm
pp_inst.core_inst.asconp_i.x4\[18\],63.43µm
net291,63.43µm
clknet_leaf_77_clk,63.43µm
_04583_,63.38µm
_09735_,63.38µm
_10009_,63.38µm
pp_inst.fifo_data\[53\]\[4\],63.38µm
clknet_leaf_89_clk,63.38µm
clknet_leaf_90_clk,63.38µm
clknet_leaf_451_clk,63.38µm
_00213_,63.33µm
_09865_,63.33µm
pp_inst.fifo_data\[25\]\[3\],63.33µm
clknet_leaf_18_clk,63.33µm
_02252_,63.28µm
_04918_,63.28µm
_10878_,63.28µm
clknet_leaf_51_clk,63.07µm
pp_inst.fifo_data\[49\]\[13\],63µm
clknet_leaf_408_clk,62.92µm
pp_inst.core_inst.key_q\[100\],62.87µm
clknet_leaf_65_clk,62.87µm
pp_inst.core_inst.asconp_i.x4\[55\],62.86µm
_09444_,62.82µm
pp_inst.core_inst.asconp_i.x0\[50\],62.82µm
pp_inst.core_inst.asconp_i.x4\[30\],62.82µm
pp_inst.core_inst.key_q\[37\],62.82µm
pp_inst.core_inst.mode_q\[1\],62.82µm
clknet_leaf_362_clk,62.82µm
_01353_,62.77µm
_01705_,62.77µm
_06114_,62.77µm
_06193_,62.77µm
_09210_,62.77µm
_10979_,62.77µm
_03812_,62.72µm
_04267_,62.72µm
_04392_,62.72µm
_05500_,62.72µm
_07165_,62.72µm
_09794_,62.72µm
_11626_,62.72µm
pp_inst.fifo_data\[21\]\[4\],62.72µm
pp_inst.fifo_data\[3\]\[31\],62.72µm
pp_inst.fifo_data\[9\]\[23\],62.72µm
pp_inst.core_inst.asconp_i.x4\[3\],62.41µm
pp_inst.fifo_data\[61\]\[6\],62.31µm
net445,62.31µm
_09825_,62.26µm
pp_inst.fifo_data\[58\]\[5\],62.26µm
clknet_leaf_85_clk,62.26µm
_07231_,62.21µm
_11244_,62.21µm
pp_inst.core_inst.key_q\[85\],62.21µm
pp_inst.fifo_data\[53\]\[10\],62.21µm
clknet_leaf_430_clk,62.21µm
_03584_,62.16µm
_06468_,62.16µm
_06483_,62.16µm
_09466_,62.16µm
pp_inst.core_inst.reg_state_i.data_d\[66\],62.16µm
pp_inst.fifo_data\[22\]\[10\],62.16µm
pp_inst.fifo_data\[27\]\[10\],62.16µm
pp_inst.fifo_data\[56\]\[3\],62.16µm
clknet_leaf_349_clk,62µm
clknet_leaf_490_clk,61.85µm
clknet_leaf_197_clk,61.8µm
clknet_leaf_305_clk,61.75µm
_03961_,61.7µm
_07476_,61.7µm
pp_inst.core_inst.asconp_i.x0\[58\],61.7µm
pp_inst.core_inst.key_q\[40\],61.7µm
pp_inst.core_inst.key_q\[88\],61.7µm
clknet_leaf_28_clk,61.7µm
_00219_,61.65µm
_06369_,61.65µm
_06766_,61.65µm
_07742_,61.65µm
pp_inst.core_inst.key_q\[71\],61.65µm
pp_inst.fifo_data\[21\]\[10\],61.65µm
pp_inst.fifo_data\[40\]\[4\],61.65µm
_01673_,61.6µm
_02188_,61.6µm
_03052_,61.6µm
_03774_,61.6µm
_04577_,61.6µm
_06892_,61.6µm
_08073_,61.6µm
_12002_,61.6µm
pp_inst.fifo_data\[57\]\[6\],61.6µm
pp_inst.core_inst.asconp_i.x0\[36\],61.24µm
pp_inst.core_inst.asconp_i.x1\[12\],61.24µm
pp_inst.core_inst.key_q\[2\],61.24µm
clknet_leaf_258_clk,61.24µm
_10915_,61.19µm
_04651_,61.14µm
_09604_,61.14µm
_12189_,61.14µm
pp_inst.fifo_data\[47\]\[6\],61.14µm
clknet_leaf_129_clk,61.14µm
clknet_leaf_171_clk,61.14µm
_02442_,61.09µm
_11016_,61.09µm
_11784_,61.09µm
_12096_,61.09µm
_00778_,61.04µm
_02636_,61.04µm
_04168_,61.04µm
_06371_,61.04µm
_06412_,61.04µm
_08100_,61.04µm
_12005_,61.04µm
pp_inst.fifo_data\[0\]\[11\],61.04µm
clknet_leaf_12_clk,60.68µm
_04190_,60.63µm
_11121_,60.63µm
clknet_leaf_524_clk,60.63µm
_00364_,60.58µm
_10836_,60.58µm
_02761_,60.53µm
pp_inst.core_inst.asconp_i.x1\[46\],60.53µm
pp_inst.core_inst.key_q\[78\],60.53µm
pp_inst.fifo_data\[16\]\[0\],60.53µm
clknet_leaf_32_clk,60.53µm
_00389_,60.48µm
_00890_,60.48µm
_01456_,60.48µm
_08364_,60.48µm
_11897_,60.48µm
bdi\[17\],60.48µm
pp_inst.fifo_data\[30\]\[2\],60.48µm
pp_inst.fifo_data\[32\]\[2\],60.48µm
_09483_,60.22µm
clknet_leaf_14_clk,60.12µm
clknet_leaf_97_clk,60.12µm
clknet_leaf_325_clk,60.12µm
_11125_,60.07µm
_11351_,60.07µm
pp_inst.core_inst.key_q\[19\],60.07µm
clknet_leaf_248_clk,60.07µm
clknet_leaf_447_clk,60.07µm
_09639_,60.02µm
_10258_,60.02µm
bdi\[15\],60.02µm
pp_inst.fifo_data\[32\]\[13\],60.02µm
clknet_leaf_334_clk,60.02µm
_03049_,59.97µm
_04139_,59.97µm
_09447_,59.97µm
_11135_,59.97µm
pp_inst.core_inst.key_q\[15\],59.97µm
pp_inst.fifo_data\[40\]\[6\],59.97µm
pp_inst.fifo_data\[47\]\[31\],59.97µm
pp_inst.fifo_data\[52\]\[9\],59.97µm
clknet_leaf_443_clk,59.97µm
_05934_,59.92µm
_06813_,59.92µm
_09611_,59.92µm
_09840_,59.92µm
_11312_,59.92µm
pp_inst.fifo_data\[5\]\[4\],59.92µm
pp_inst.core_inst.asconp_i.x4\[45\],59.61µm
pp_inst.core_inst.asconp_i.x1\[4\],59.56µm
key\[31\],59.51µm
clknet_leaf_4_clk,59.51µm
clknet_leaf_227_clk,59.51µm
_09211_,59.46µm
_09219_,59.46µm
pp_inst.fifo_data\[22\]\[6\],59.46µm
pp_inst.fifo_data\[38\]\[10\],59.46µm
spi_ctrl.tx_shift_reg\[0\],59.46µm
clknet_leaf_223_clk,59.46µm
_00554_,59.41µm
_04874_,59.41µm
pp_inst.core_inst.asconp_i.x2\[23\],59.41µm
pp_inst.fifo_data\[63\]\[10\],59.41µm
clknet_leaf_108_clk,59.41µm
clknet_leaf_494_clk,59.41µm
_00682_,59.36µm
_01286_,59.36µm
_01868_,59.36µm
_02094_,59.36µm
_02508_,59.36µm
_03509_,59.36µm
_08899_,59.36µm
_09324_,59.36µm
_10676_,59.36µm
_11604_,59.36µm
_11907_,59.36µm
_12059_,59.36µm
pp_inst.fifo_data\[12\]\[0\],59.36µm
pp_inst.fifo_data\[18\]\[2\],59.36µm
pp_inst.fifo_data\[27\]\[3\],59.36µm
clknet_leaf_499_clk,59.36µm
_10986_,58.95µm
spi_ctrl.word_buf\[2\],58.95µm
clknet_leaf_320_clk,58.95µm
pp_inst.fifo_data\[36\]\[13\],58.9µm
clknet_leaf_512_clk,58.9µm
_00179_,58.85µm
_00815_,58.85µm
_03436_,58.85µm
_06202_,58.85µm
_08467_,58.85µm
_09275_,58.85µm
pp_inst.core_inst.key_q\[4\],58.85µm
pp_inst.fifo_data\[34\]\[13\],58.85µm
clknet_leaf_2_clk,58.85µm
_09753_,58.84µm
_00220_,58.8µm
_00399_,58.8µm
_02057_,58.8µm
_02441_,58.8µm
_04293_,58.8µm
_04409_,58.8µm
_04712_,58.8µm
_07508_,58.8µm
_09583_,58.8µm
_10354_,58.8µm
_11116_,58.8µm
_12235_,58.8µm
clknet_leaf_341_clk,58.49µm
clknet_leaf_318_clk,58.44µm
clknet_leaf_16_clk,58.39µm
clknet_leaf_165_clk,58.39µm
clknet_leaf_315_clk,58.39µm
clknet_leaf_319_clk,58.39µm
clknet_leaf_351_clk,58.39µm
clknet_leaf_441_clk,58.39µm
_09229_,58.34µm
pp_inst.core_inst.asconp_i.x0\[15\],58.34µm
net1408,58.34µm
clknet_leaf_91_clk,58.34µm
clknet_leaf_203_clk,58.34µm
clknet_leaf_224_clk,58.34µm
clknet_leaf_340_clk,58.34µm
clknet_leaf_398_clk,58.34µm
_02444_,58.29µm
_06829_,58.29µm
pp_inst.fifo_data\[48\]\[4\],58.29µm
clknet_leaf_107_clk,58.29µm
clknet_leaf_466_clk,58.29µm
_00993_,58.24µm
_01545_,58.24µm
_09574_,58.24µm
_11117_,58.24µm
_12053_,58.24µm
pp_inst.fifo_data\[30\]\[17\],58.24µm
mode\[1\],58.03µm
clknet_leaf_433_clk,57.98µm
clknet_leaf_122_clk,57.88µm
_09492_,57.83µm
pp_inst.core_inst.key_q\[48\],57.83µm
_09548_,57.78µm
pp_inst.fifo_data\[38\]\[31\],57.78µm
pp_inst.fifo_data\[4\]\[13\],57.78µm
net381,57.78µm
clknet_leaf_307_clk,57.78µm
clknet_leaf_419_clk,57.78µm
_02697_,57.73µm
_09682_,57.73µm
_09915_,57.73µm
_10361_,57.73µm
_10516_,57.73µm
_12327_,57.73µm
pp_inst.fifo_data\[0\]\[13\],57.73µm
pp_inst.fifo_data\[26\]\[3\],57.73µm
_02537_,57.68µm
_05370_,57.68µm
_06989_,57.68µm
_11733_,57.68µm
pp_inst.fifo_data\[0\]\[6\],57.45µm
clknet_leaf_72_clk,57.37µm
pp_inst.core_inst.asconp_i.x2\[54\],57.32µm
clknet_leaf_410_clk,57.32µm
_10736_,57.27µm
pp_inst.core_inst.asconp_i.x4\[50\],57.27µm
_06656_,57.22µm
_10618_,57.22µm
_02729_,57.17µm
_06237_,57.17µm
pp_inst.core_inst.asconp_i.x3\[7\],57.17µm
_00828_,57.12µm
_02089_,57.12µm
_03799_,57.12µm
_06079_,57.12µm
_07907_,57.12µm
_10580_,57.12µm
_12118_,57.12µm
_12183_,57.12µm
pp_inst.core_inst.asconp_i.x1\[32\],56.86µm
_06184_,56.71µm
_09738_,56.66µm
_10091_,56.66µm
_10838_,56.66µm
pp_inst.core_inst.asconp_i.x0\[47\],56.66µm
pp_inst.core_inst.key_q\[65\],56.66µm
pp_inst.fifo_data\[50\]\[9\],56.66µm
clknet_leaf_195_clk,56.66µm
_00375_,56.61µm
_02377_,56.61µm
_02382_,56.61µm
_09200_,56.61µm
_09767_,56.61µm
pp_inst.fifo_data\[52\]\[10\],56.61µm
pp_inst.fifo_data\[5\]\[17\],56.61µm
clknet_leaf_406_clk,56.61µm
clknet_leaf_489_clk,56.61µm
_01449_,56.56µm
_04348_,56.56µm
_05474_,56.56µm
_07807_,56.56µm
_08310_,56.56µm
pp_inst.fifo_data\[15\]\[5\],56.56µm
clknet_leaf_358_clk,56.56µm
_08568_,56.15µm
_09869_,56.15µm
pp_inst.core_inst.asconp_i.x4\[33\],56.15µm
clknet_leaf_79_clk,56.15µm
_05267_,56.1µm
pp_inst.fifo_data\[48\]\[3\],56.1µm
clknet_leaf_260_clk,56.1µm
clknet_leaf_360_clk,56.1µm
clknet_leaf_386_clk,56.1µm
_03113_,56.05µm
_04343_,56.05µm
_09158_,56.05µm
_09311_,56.05µm
_09511_,56.05µm
_12042_,56.05µm
pp_inst.fifo_data\[9\]\[4\],56.05µm
clknet_leaf_92_clk,56.05µm
_04482_,56µm
_04730_,56µm
_09463_,56µm
_09976_,56µm
_11998_,56µm
pp_inst.fifo_data\[41\]\[31\],56µm
pp_inst.fifo_data\[48\]\[16\],56µm
clknet_leaf_316_clk,55.76µm
clknet_leaf_241_clk,55.64µm
_09602_,55.59µm
_11183_,55.59µm
pp_inst.core_inst.key_q\[61\],55.59µm
clknet_leaf_404_clk,55.59µm
pp_inst.fifo_data\[11\]\[10\],55.54µm
_00821_,55.49µm
_04524_,55.49µm
_09739_,55.49µm
bdi\[4\],55.49µm
bdi\[5\],55.49µm
pp_inst.fifo_data\[25\]\[31\],55.49µm
pp_inst.fifo_data\[49\]\[0\],55.49µm
spi_ctrl.word_buf\[0\],55.49µm
clknet_leaf_282_clk,55.49µm
_01577_,55.44µm
_07301_,55.44µm
_08148_,55.44µm
_09588_,55.44µm
_10798_,55.44µm
_11182_,55.44µm
_11562_,55.44µm
_12070_,55.44µm
_12268_,55.44µm
pp_inst.fifo_data\[14\]\[4\],55.44µm
pp_inst.fifo_data\[63\]\[23\],55.44µm
pp_inst.fifo_data\[7\]\[23\],55.44µm
_07910_,55.27µm
_10565_,55.03µm
pp_inst.core_inst.asconp_i.x0\[62\],55.03µm
pp_inst.core_inst.asconp_i.x4\[51\],54.98µm
pp_inst.fifo_data\[19\]\[3\],54.98µm
pp_inst.fifo_data\[36\]\[10\],54.98µm
_00807_,54.93µm
_00817_,54.93µm
_01358_,54.93µm
_04416_,54.93µm
_04578_,54.93µm
_10175_,54.93µm
_11438_,54.93µm
_03543_,54.88µm
_04569_,54.88µm
_07244_,54.88µm
_07451_,54.88µm
_09608_,54.88µm
_12100_,54.88µm
_09205_,54.52µm
clknet_leaf_261_clk,54.52µm
_04872_,54.47µm
pp_inst.core_inst.asconp_i.x0\[25\],54.47µm
_04188_,54.42µm
_09710_,54.42µm
pp_inst.core_inst.asconp_i.x2\[3\],54.42µm
clknet_leaf_221_clk,54.42µm
clknet_leaf_355_clk,54.42µm
_00000_,54.37µm
_00237_,54.37µm
_09864_,54.37µm
_10696_,54.37µm
_12120_,54.37µm
pp_inst.fifo_data\[25\]\[10\],54.37µm
pp_inst.fifo_data\[53\]\[5\],54.37µm
_00215_,54.32µm
_07851_,54.32µm
_08174_,54.32µm
_08243_,54.32µm
_11612_,54.32µm
_12080_,54.32µm
_12134_,54.32µm
pp_inst.fifo_data\[27\]\[6\],54.32µm
pp_inst.core_inst.key_q\[26\],54.09µm
pp_inst.core_inst.asconp_i.x4\[47\],53.96µm
_09533_,53.91µm
pp_inst.core_inst.asconp_i.x4\[32\],53.91µm
clknet_leaf_405_clk,53.91µm
clknet_leaf_527_clk,53.91µm
_00394_,53.86µm
_01902_,53.86µm
_06129_,53.86µm
_09260_,53.86µm
_09294_,53.86µm
_09852_,53.86µm
pp_inst.core_inst.asconp_i.x0\[48\],53.86µm
pp_inst.core_inst.key_q\[79\],53.86µm
_01641_,53.81µm
_03777_,53.81µm
_05266_,53.81µm
_06280_,53.81µm
_10784_,53.81µm
pp_inst.fifo_data\[18\]\[3\],53.81µm
pp_inst.fifo_data\[29\]\[31\],53.81µm
clknet_leaf_486_clk,53.81µm
_00189_,53.76µm
_01582_,53.76µm
_01609_,53.76µm
_01929_,53.76µm
_04390_,53.76µm
_04587_,53.76µm
_07238_,53.76µm
_07315_,53.76µm
_09326_,53.76µm
pp_inst.fifo_data\[6\]\[10\],53.76µm
clknet_leaf_173_clk,53.76µm
clknet_leaf_143_clk,53.45µm
_09303_,53.35µm
_09387_,53.35µm
bdi\[8\],53.35µm
pp_inst.core_inst.asconp_i.x4\[23\],53.35µm
pp_inst.core_inst.asconp_i.x4\[46\],53.35µm
_09661_,53.3µm
pp_inst.core_inst.asconp_i.x1\[0\],53.3µm
pp_inst.core_inst.key_q\[24\],53.3µm
pp_inst.fifo_data\[50\]\[31\],53.3µm
_01294_,53.25µm
_04494_,53.25µm
_04668_,53.25µm
_06954_,53.25µm
_07094_,53.25µm
_07469_,53.25µm
_09784_,53.25µm
_10981_,53.25µm
pp_inst.core_inst.asconp_i.x2\[31\],53.25µm
pp_inst.core_inst.asconp_i.x2\[33\],53.25µm
pp_inst.core_inst.asconp_i.x4\[40\],53.25µm
clknet_leaf_374_clk,53.25µm
_02249_,53.2µm
_02348_,53.2µm
_02798_,53.2µm
_03561_,53.2µm
_06556_,53.2µm
_06886_,53.2µm
_09726_,53.2µm
pp_inst.fifo_data\[30\]\[9\],53.2µm
_10691_,52.94µm
pp_inst.core_inst.key_q\[125\],52.84µm
_09641_,52.79µm
pp_inst.core_inst.asconp_i.x0\[56\],52.79µm
clknet_leaf_20_clk,52.79µm
clknet_leaf_214_clk,52.79µm
_04707_,52.74µm
_09232_,52.74µm
_09837_,52.74µm
_00741_,52.69µm
pp_inst.core_inst.key_q\[34\],52.69µm
clknet_leaf_125_clk,52.69µm
_00134_,52.64µm
_00709_,52.64µm
_01486_,52.64µm
_02633_,52.64µm
_04536_,52.64µm
_07803_,52.64µm
_08071_,52.64µm
_09981_,52.64µm
bdi\[28\],52.64µm
pp_inst.fifo_data\[13\]\[5\],52.64µm
pp_inst.core_inst.asconp_i.x1\[47\],52.28µm
pp_inst.fifo_data\[8\]\[9\],52.28µm
pp_inst.core_inst.asconp_i.x2\[18\],52.23µm
_06697_,52.18µm
_10703_,52.18µm
pp_inst.core_inst.key_q\[42\],52.18µm
clknet_leaf_526_clk,52.18µm
_00666_,52.13µm
_02892_,52.13µm
_03332_,52.13µm
_04145_,52.13µm
_04653_,52.13µm
_07110_,52.13µm
_11366_,52.13µm
pp_inst.core_inst.key_q\[127\],52.13µm
pp_inst.fifo_data\[23\]\[4\],52.13µm
clknet_leaf_150_clk,52.13µm
clknet_leaf_233_clk,52.13µm
_03598_,52.08µm
_03951_,52.08µm
_09171_,52.08µm
_09495_,52.08µm
_09500_,52.08µm
_09863_,52.08µm
pp_inst.fifo_data\[0\]\[31\],52.08µm
_03401_,51.87µm
clknet_leaf_186_clk,51.72µm
_10752_,51.67µm
spi_ctrl.word_buf\[23\],51.67µm
clknet_leaf_413_clk,51.67µm
clknet_leaf_427_clk,51.67µm
_00171_,51.62µm
_09571_,51.62µm
_10874_,51.62µm
pp_inst.fifo_data\[16\]\[6\],51.62µm
pp_inst.fifo_data\[42\]\[5\],51.62µm
clknet_leaf_402_clk,51.62µm
_00901_,51.57µm
_01518_,51.57µm
_03381_,51.57µm
_03420_,51.57µm
_08203_,51.57µm
_09737_,51.57µm
_10005_,51.57µm
_11944_,51.57µm
pp_inst.fifo_data\[18\]\[10\],51.57µm
pp_inst.fifo_data\[25\]\[13\],51.57µm
pp_inst.fifo_data\[30\]\[3\],51.57µm
pp_inst.fifo_data\[48\]\[31\],51.57µm
clknet_leaf_30_clk,51.57µm
_00207_,51.52µm
_02185_,51.52µm
_04732_,51.52µm
_07577_,51.52µm
_08675_,51.52µm
_09465_,51.52µm
_11390_,51.52µm
_11494_,51.52µm
clknet_leaf_363_clk,51.52µm
_09280_,51.21µm
clknet_leaf_35_clk,51.21µm
pp_inst.core_inst.asconp_i.x0\[2\],51.16µm
clknet_leaf_292_clk,51.16µm
clknet_leaf_17_clk,51.11µm
_09253_,51.06µm
_09264_,51.06µm
_09460_,51.06µm
clknet_leaf_25_clk,51.06µm
clknet_leaf_196_clk,51.06µm
_00203_,51.01µm
_00275_,51.01µm
_11517_,51.01µm
pp_inst.fifo_data\[14\]\[9\],51.01µm
pp_inst.fifo_data\[4\]\[17\],51.01µm
pp_inst.fifo_data\[6\]\[13\],51.01µm
clknet_leaf_528_clk,51.01µm
_00217_,50.96µm
_00234_,50.96µm
_02764_,50.96µm
_03528_,50.96µm
_03794_,50.96µm
_04079_,50.96µm
_04526_,50.96µm
_04559_,50.96µm
_08537_,50.96µm
_10491_,50.96µm
pp_inst.fifo_data\[40\]\[0\],50.96µm
pp_inst.core_inst.asconp_i.x4\[37\],50.6µm
_02512_,50.55µm
pp_inst.fifo_data\[27\]\[9\],50.5µm
clknet_leaf_152_clk,50.5µm
clknet_leaf_311_clk,50.5µm
_00825_,50.45µm
_01678_,50.45µm
_04230_,50.45µm
_06273_,50.45µm
_08629_,50.45µm
_09317_,50.45µm
_09321_,50.45µm
_09755_,50.45µm
_12087_,50.45µm
_01840_,50.4µm
_04923_,50.4µm
_05823_,50.4µm
_07620_,50.4µm
_08508_,50.4µm
_09329_,50.4µm
_10119_,50.4µm
_10207_,50.4µm
pp_inst.fifo_data\[35\]\[13\],50.4µm
clknet_leaf_52_clk,50.04µm
pp_inst.fifo_data\[15\]\[31\],49.99µm
spi_ctrl.word_buf\[1\],49.99µm
clknet_leaf_111_clk,49.99µm
clknet_leaf_172_clk,49.99µm
clknet_leaf_382_clk,49.99µm
_09224_,49.94µm
_10607_,49.94µm
_11245_,49.94µm
_11888_,49.94µm
pp_inst.fifo_data\[14\]\[6\],49.94µm
pp_inst.fifo_data\[59\]\[5\],49.94µm
net1406,49.94µm
clknet_leaf_418_clk,49.94µm
_00231_,49.89µm
_03571_,49.89µm
_04007_,49.89µm
_08496_,49.89µm
_09801_,49.89µm
_09908_,49.89µm
_11473_,49.89µm
_12228_,49.89µm
pp_inst.core_inst.asconp_i.x0\[60\],49.89µm
spi_ctrl.pend_word\[30\],49.89µm
_00244_,49.84µm
_04568_,49.84µm
_09325_,49.84µm
_09508_,49.84µm
_09785_,49.84µm
_10475_,49.84µm
_10712_,49.84µm
_10833_,49.84µm
pp_inst.fifo_data\[10\]\[2\],49.84µm
pp_inst.fifo_data\[47\]\[23\],49.84µm
spi_ctrl.tx_stage\[28\],49.84µm
_09274_,49.43µm
_01871_,49.38µm
_06028_,49.38µm
_09385_,49.38µm
pp_inst.core_inst.key_q\[68\],49.38µm
clknet_leaf_370_clk,49.38µm
clknet_leaf_498_clk,49.38µm
_00197_,49.33µm
_02894_,49.33µm
_04572_,49.33µm
_05800_,49.33µm
_06372_,49.33µm
_08868_,49.33µm
_12286_,49.33µm
pp_inst.fifo_data\[18\]\[13\],49.33µm
pp_inst.fifo_data\[59\]\[4\],49.33µm
_01260_,49.28µm
_03529_,49.28µm
_04472_,49.28µm
_04678_,49.28µm
_05383_,49.28µm
_05774_,49.28µm
_07059_,49.28µm
_07745_,49.28µm
_09554_,49.28µm
_09776_,49.28µm
_09977_,49.28µm
_10298_,49.28µm
_10647_,49.28µm
pp_inst.fifo_data\[59\]\[6\],49.28µm
pp_inst.fifo_data\[9\]\[18\],49.28µm
clknet_leaf_267_clk,49.05µm
pp_inst.core_inst.asconp_i.x2\[29\],48.92µm
_00240_,48.82µm
_02569_,48.82µm
_09243_,48.82µm
_09480_,48.82µm
_09783_,48.82µm
_09884_,48.82µm
_10115_,48.82µm
_11168_,48.82µm
_11216_,48.82µm
pp_inst.fifo_data\[24\]\[10\],48.82µm
clknet_leaf_280_clk,48.82µm
_04673_,48.77µm
_09091_,48.77µm
_09384_,48.77µm
_12136_,48.77µm
pp_inst.fifo_data\[12\]\[6\],48.77µm
pp_inst.fifo_data\[63\]\[4\],48.77µm
pp_inst.fifo_data\[9\]\[6\],48.77µm
_02960_,48.72µm
_03899_,48.72µm
_06445_,48.72µm
_08067_,48.72µm
_09550_,48.72µm
_11003_,48.72µm
_09226_,48.31µm
_09284_,48.31µm
_03780_,48.26µm
_09214_,48.26µm
pp_inst.core_inst.key_q\[66\],48.26µm
pp_inst.fifo_data\[31\]\[13\],48.26µm
clknet_leaf_156_clk,48.26µm
clknet_leaf_422_clk,48.26µm
_00376_,48.21µm
_06696_,48.21µm
_07197_,48.21µm
pp_inst.fifo_data\[25\]\[5\],48.21µm
pp_inst.fifo_data\[27\]\[30\],48.21µm
_03838_,48.16µm
_04064_,48.16µm
_04443_,48.16µm
_05017_,48.16µm
_07103_,48.16µm
_08669_,48.16µm
_08739_,48.16µm
_12043_,48.16µm
pp_inst.fifo_data\[63\]\[31\],48.16µm
clknet_leaf_475_clk,47.98µm
pp_inst.core_inst.key_q\[93\],47.75µm
clknet_leaf_127_clk,47.75µm
_09541_,47.7µm
_10301_,47.7µm
_11672_,47.7µm
pp_inst.core_inst.asconp_i.x1\[33\],47.7µm
pp_inst.fifo_data\[56\]\[6\],47.7µm
spi_phy.mosi_sync\[1\],47.7µm
clknet_leaf_109_clk,47.7µm
_00001_,47.65µm
_02281_,47.65µm
_04301_,47.65µm
_08831_,47.65µm
_09405_,47.65µm
_11151_,47.65µm
_11404_,47.65µm
pp_inst.fifo_data\[52\]\[6\],47.65µm
spi_ctrl.tx_shift_reg\[6\],47.65µm
clknet_leaf_457_clk,47.65µm
_02890_,47.6µm
_03888_,47.6µm
_04329_,47.6µm
_08697_,47.6µm
_08701_,47.6µm
_08776_,47.6µm
_09412_,47.6µm
_09430_,47.6µm
_09790_,47.6µm
_10287_,47.6µm
_11844_,47.6µm
_12094_,47.6µm
pp_inst.core_inst.key_q\[27\],47.6µm
clknet_leaf_326_clk,47.6µm
spi_ctrl.state\[7\],47.29µm
pp_inst.core_inst.key_q\[83\],47.24µm
_02961_,47.14µm
_09199_,47.14µm
_11217_,47.14µm
pp_inst.fifo_data\[58\]\[13\],47.14µm
clknet_leaf_8_clk,47.14µm
clknet_leaf_449_clk,47.14µm
_01096_,47.09µm
_03081_,47.09µm
_05345_,47.09µm
_07939_,47.09µm
_08441_,47.09µm
_09322_,47.09µm
_10057_,47.09µm
_10347_,47.09µm
_11181_,47.09µm
pp_inst.core_inst.asconp_i.x0\[40\],47.09µm
pp_inst.fifo_data\[49\]\[5\],47.09µm
clknet_leaf_468_clk,47.09µm
_03414_,47.04µm
_04391_,47.04µm
_08900_,47.04µm
_09029_,47.04µm
clknet_leaf_390_clk,47.04µm
pp_inst.core_inst.asconp_i.x1\[29\],46.73µm
pp_inst.core_inst.asconp_i.x4\[28\],46.68µm
clknet_leaf_7_clk,46.68µm
_09255_,46.63µm
_10603_,46.63µm
clknet_leaf_488_clk,46.63µm
_01934_,46.58µm
_09242_,46.58µm
_10073_,46.58µm
pp_inst.core_inst.asconp_i.x2\[4\],46.58µm
clknet_leaf_159_clk,46.58µm
clknet_leaf_471_clk,46.58µm
_03444_,46.53µm
_03821_,46.53µm
_05202_,46.53µm
_06526_,46.53µm
_06540_,46.53µm
_09267_,46.53µm
_11838_,46.53µm
_11999_,46.53µm
_12271_,46.53µm
pp_inst.fifo_data\[30\]\[13\],46.53µm
pp_inst.fifo_data\[46\]\[5\],46.53µm
pp_inst.fifo_data\[7\]\[13\],46.53µm
pp_inst.fifo_data\[9\]\[17\],46.53µm
clknet_leaf_367_clk,46.53µm
_03952_,46.48µm
_04512_,46.48µm
_04866_,46.48µm
_06692_,46.48µm
_08115_,46.48µm
_09424_,46.48µm
_10024_,46.48µm
bdi\[22\],46.48µm
pp_inst.fifo_data\[2\]\[10\],46.48µm
_12241_,46.25µm
pp_inst.core_inst.asconp_i.x1\[53\],46.12µm
pp_inst.core_inst.asconp_i.x4\[43\],46.07µm
clknet_leaf_132_clk,46.07µm
_10215_,46.02µm
_12091_,46.02µm
pp_inst.fifo_data\[10\]\[31\],46.02µm
clknet_leaf_375_clk,46.02µm
_04921_,45.97µm
_05399_,45.97µm
_06759_,45.97µm
_06779_,45.97µm
_08670_,45.97µm
_09107_,45.97µm
_12098_,45.97µm
pp_inst.fifo_data\[18\]\[6\],45.97µm
pp_inst.fifo_data\[56\]\[23\],45.97µm
_00826_,45.92µm
_03491_,45.92µm
_05124_,45.92µm
_05366_,45.92µm
_05775_,45.92µm
_08232_,45.92µm
_09792_,45.92µm
_10109_,45.92µm
_11513_,45.92µm
_12126_,45.92µm
pp_inst.fifo_data\[34\]\[6\],45.92µm
pp_inst.fifo_data\[6\]\[5\],45.92µm
clknet_leaf_71_clk,45.61µm
pp_inst.core_inst.asconp_i.x0\[49\],45.56µm
_06062_,45.46µm
_09419_,45.46µm
_09436_,45.46µm
pp_inst.core_inst.asconp_i.x0\[16\],45.46µm
pp_inst.core_inst.asconp_i.x0\[59\],45.46µm
pp_inst.core_inst.asconp_i.x4\[34\],45.46µm
pp_inst.fifo_data\[59\]\[14\],45.46µm
clknet_leaf_327_clk,45.46µm
clknet_leaf_379_clk,45.46µm
_02007_,45.41µm
_02996_,45.41µm
_03241_,45.41µm
_03783_,45.41µm
_04700_,45.41µm
_06266_,45.41µm
_06780_,45.41µm
_09363_,45.41µm
_11061_,45.41µm
pp_inst.fifo_data\[16\]\[5\],45.41µm
pp_inst.fifo_data\[24\]\[9\],45.41µm
_00358_,45.36µm
